comment,rate_class
"85年重生，現在微信公眾號上更新到719章,到89年主角的生活秘書已經是廳級，徒弟是政策改革常務副主任，部級，手下副經理一個主管東北和蘇聯克格勃成立蘇聯遠東經濟特區，葉利欽估計造反沒戲了。一個主導退役解放軍便衣渡江，香港地下勢力全部完蛋，香港娛樂圈全部跪舔。主角辦公室主任是88年大會選出的黨的總書記大鳥的女兒。總理變成了左王。胡趙早早被主角搞下臺。你說這書是文娛類的嗎？",positive
"位面小蝴蝶同人，認知文明修行者的戰錘40k副本。不服黑暗傳統，在沉重犧牲中前行誓要光復人類希望。腦洞和種田不錯，文筆很差，段落斷句令人扼腕,亮點缺點對比很強烈，戰鬥有多燃日常就有多枯燥。考慮到難得寫戰錘而且不以黑暗絕望（賣慘）或龍傲天過副本為追求，加一星，個人糧草減。——順帶一提，作者確實是下了心思，常沉迷戰錘背景分析不可自拔（動輒分析個上萬字，後來學乖了往放作品相關裡放了）。",positive
起點現在越來越藥丸，大封推分類封推限免簡直全是毒草，基本可以忽略不看。唯一優點就是量大管飽更新快，小白文的優勢。現在想從三江，新書和書庫裡找到一本合口味的糧草以上作品，簡直就是在沙裡淘金，水中尋鹽。所以目光不得不轉到其他小眾一點的網站，比如宅客。這次推薦的是書客中比較硬核的書，小黃書書客中大多都沾親帶故，沒什麼好說的。這本書簡稱無限單機一人遊，不過世界都是steam平臺上比較新、火的遊戲，想看懷舊的單機無限恐怕是不可能了。ps:冰汽時代有個間幕笑死了，零下九十度決鬥幹死人零下一百二十度還想要嫖娼的刁民簡直他娘的人類之光。,positive
這書在當年也算是神作了，個人感覺番茄寫的最好的就是這本和星辰變了，之前寫的書沒有經驗太過稚嫩，後面的作品長到把我太監。這書的背景雖然是星辰變的前傳，但是基本上都沒有關係。這書還是繼承了番茄作品下主角和父親的父子親情，還有戒指老爺爺也在這本書裡出現了。這書感情戲寫的不錯，當初我看德林老爺爺為保護主角而燃燒靈魂時，曾經哭過一次。這書的中心脈絡和星辰變不一樣，星辰變主角的執念是和女友在一起，這書主角的中心目標貌似是拯救母親，女友倒成了次要的，不知道他老婆和老媽掉進水裡時，他會救哪個了。主角的戀愛史也是值得一看的，初戀始終是苦澀的，主角在初戀劈腿後的解決方法也是有意思的,positive
經典的武俠網遊，遊戲色彩很少，武俠味道很濃，有傳統武俠的厚重和俠氣。後期有點仙俠色彩了。主角名字叫任意，很喜歡，現在還記得。,positive
兩位醫生穿越到初唐，滋滋潤潤的種田養小孩，還和皇室成為好朋友。 <br>男主履歷不威武，但是夫妻生活樂陶陶。裡面的兕子小朋友，也很有愛呦。,positive
從凶鳥看到現在 這是我看過鶸鳥發揮最好的一本 認真的講了一個有趣的故事 塑造了一個有逼格的主角 要是更新再穩定些就好了,positive
每次看簡介:他發現來到明朝，能依靠的只有這把刀。。這把刀。。。把刀。 <br>於是，他閉上眼睛，扭過頭猛的向胯下砍去。 <br>很好的書。糧草。,positive
專寫明朝特別白的新書，說起來我雖然在微博上關注他有幾年了，但還是第一次追他的文。  <br>既然有這麼個外號，自然這書還是明朝文，不過難得的不是穿爛的明末而是明代中期嘉靖年間。  <br>說實話此書極為慢熱，作為攀科技種田造反文到現在快20W字了一點邊都沒沾到，如果不是大神寫的我可以說撲定了，單不得不說隨著慢慢看完我給這書的評價越來越高了。  <br>主角重生於大同一普通軍戶家庭，可以說是最底層起步了。通過捉魚補充營養，同時借此拜師，說起來拜師這麼一件事就太過曲折，到第十七章才成功完成任務，而且居然是魚肉夠吃這麼一種俗氣的理由，但不得不說是意料之外情理之中。  <br>————後續看回復，寫不下了,positive
養肥時，瞄了一眼14萬來字。感覺過了一個世紀回來，瞄了一眼14萬來字。,positive
誅明還是誅心？穿明一派，不是力挽狂瀾、扶明滅清，就是遊戲人間、名利權色；中期造反的，少之又少，理由和動力都不足服眾。為了讓本文主角穿越之路走得順利點，作者精心佈置了一個優秀的主角背板：好鬥孤兒、職場精英、資深驢友、而立之年。然則這些金手指並沒有讓主角過上好日子：轉世明中期盛世卻是衛所崩壞的底層軍戶——從文無路，歷盡艱辛得以拜師學武卻有賊兵入村——學武難成，終遇貴人提攜商業小有成就但瞬間家園毀於外寇入侵——商道難行。如果個人老實奮鬥卻無路可走，那只能是世道的錯——吃人的社會不會因為穿越者來到就變得溫情默默。,positive
"作者寫得我都快當真啦！小說的的主角是<a href=""/name/戀戰星夢"" target='_blank'>《戀戰星夢》</a>的作者！沒錯！就是他上本書的作者，一個30歲的高大宅胖(不是很久就正常了)，在國內寫韓娛書被關注後毅然進入韓國娛樂圈，傍上富二代，先做助理、後成作家（編劇），繼而懷著對金泰妍至死不渝的愛收了她前隊友的妹妹！如果看過<a href=""/name/戀戰星夢"" target='_blank'>《戀戰星夢》</a>再看這本書會收穫不同的感動。作者前期語言特別幽默，好幾次笑得我都睜不開眼睛···難得的是描寫屌絲追求女明星的情節並沒有給人很假的感覺，人物間的互動很有愛（一貫的相愛相撕的味道），就是有時稍顯矯情和水，目前主角只有一個正牌女友，但曖昧不少。最後，警告！看此書請務必不要和現實人物對接，否者···你會愛上她，哈哈哈哈哈（魔性笑）！",positive
這書爭執這麼厲害，當然要親眼看一下。結論:非常優秀，無論人物、情節、文筆，都屬上乘。然而最大的問題是，這本書更像比較重的日系輕小說，適合日本實體出版。放在國內網文界，討罵幾乎是必然——沒有代入感、爽點設計緩慢、在46年大談日本統治階級給平民造成的傷害。尤其是最後一點，作為二戰受到最大損失的民族，作者能想到中國人看著是什麼感受嗎？總之，本書如果是日本作家所寫，還稱得上是左派作家；但作為中國作家，確實對國人感情是種背叛。,positive
最近是怎麼了，第一眼看成了，歐派暴君。,positive
套用間貼裡的一段話吧，怕妻鳥幾本書腦洞非凡，凶鳥的妖氣，紅龍的霸氣，猴子的痞氣，別的沒成氣，只有這本寫出了豪氣。 <br>豪氣無雙，很喜歡森羅一句話   此時此地，無關善惡，只為這杯酒 <br>紅龍那本我很早就棄了，凶鳥也是看了一點，猴子也棄的早，他的書看的不多，但是這本只要他寫，我就看，不為別人就為森羅。,positive
寂寥，迷惘的犬夜叉的世界，生人亦如同地獄般的活著。 <br>多麼像是這個世界的本相啊，一個惡人當道存活，善人偏居一偶只求安樂。 <br>追求往生極樂的骷髏武士在漫漫野途上前行，這卻只能是一個人拔劍問道，某些場景讓我看到了武俠的浪漫味道。 <br>至於妖鬼大妖怪之流的種種意義真讓我看來卻更像是代表著的某些東西。 <br>是生活吧，還是跪螞蟻跪鍵盤的無奈呢。,positive
武俠搞笑類糧草。但凡武俠，必定離不開武功、江湖、美人。本主角混的不是普通江湖，身為六扇門捕快，在官場被文人看做江湖人，在江湖被看做公人；別人混得身心疲憊，他卻如魚得水，不僅僅摸魚偷懶，還要美人摸遍。嗯這麼不合常理的事情，放真實歷史中怎麼可能。所以作者這是架空歷史，免得引戰。大家只知道本書是講個風流捕快的搞笑爽文就夠了。 目前文章不長，但是讀來詼諧幽默，情節緊湊，主角智商以及反應高人一等模式讀來夠爽。不過依靠惡搞段子時間長了難免閱讀疲勞。希望作者能把好度。,positive
帝都基層捕快，維持治安，稽查禁藥，釣魚執法，濫用私刑，賄娶清官人，入股會所，出版黃書（耽美），勾搭女俠，女將軍（莫須有）……試問：如果這種人都能升職，國家還有救嗎？！ <br>ps：前幾章被和諧得都不成文了，莫不是矽統往來的老司機？,positive
非常歡樂的上古5同人，第一人稱和諸多女主的互動非常討人喜歡。書中充斥著許多上古的梗，不過對於我這個沒通關的人也能輕鬆閱讀。也正是由於沒有通關，所以我不知道是否按原來的主線推進劇情，希望不要太快終結，書中描寫的呆萌龍裔金髮女，禦姐黑精靈、冷傲女吸血鬼、巨乳蘿莉，暴力胸肌女，可是一個都還沒推到呢。,positive
"多汁近妖的頂級富二代與愛豆們的撕逼日常！近千萬字的韓娛小說你敢信？作者對少女時代的愛簡直感動天感動地，節操也是多的溢出來了，曾經一天百更。前N多章我覺得可以算前傳，講了主角小時候的事情，如何和少時隊長的相愛相殺，然後在家人的反對下毅然進入娛樂圈，以及前期坎坷的發展，建議從主角寫了<a href=""/name/謊言"" target='_blank'>《謊言》</a>之後看起。作者綜藝寫得非常棒，算是一大亮點，有時就像我真的看過了一樣。主角很有才智，做事果斷，看見美女也不腿軟，但就是喜歡女主···，感情戲在我這個直男癌看起來很細膩，有時也會小感動一下。最後主角經歷了九九八十一撕，抱著對金泰妍至死不渝的愛收了她和她的隊友們！",positive
胖過的兩本，（恩 是兩本，大命運什麼的不用在意）戀戰和胖子都是一脈相承，女主都是他軟，可以說胖子是用生命再寫他軟，幾乎可以用一句歌詞來形容：你可知道你的名字，解釋了我的一生。但是很遺憾，他筆下的至少這本戀戰來看，裡面的泰妍一點都不討喜，反而成功能讓人路轉黑的程度...相反西卡的那種傲嬌小女人塑造的很棒，後面 胖子 裡的大姨子形象更贊。這本書也是我開始看韓娛套路的啟蒙者，韓娛嘛，只要是從07女團出道開端，都是那些套路：以少時為例：07年出道啦~~所以你要在之前打響名氣，然後快去綜藝帶妹子攢名氣啦。08年黑海啦，快去漢江抓軟軟然後攢好感度啦~~（接胖子的韓娛）,positive
"歸西是唯一一個寫出了具有中國特色社會主義DND小說的大太監。作品設定嚴謹，金手指是對dhd規則的最大褻瀆，歸西在金龍和綠龍上都成功的避開這個大毒點。活潑的文風，卻寫出了史詩般的壯闊。網路用語也處理的不錯，幾次神之轉折看完心裡只有一句mmp。實體書的實力,網文的節奏，三級殘廢老太監有生之年，建議寫完遺囑再入坑。",positive
"常書欣的<a href=""/name/黑鍋"" target='_blank'>《黑鍋》</a>、<a href=""/name/餘罪"" target='_blank'>《餘罪》</a>寫現代刑偵故事已入化境，細節巧妙，描摹精准，偵破橋段沒有許多推理作品的做作和輕浮，文字樸實，卻蘊藏著極雄渾的張力，地氣十足，尤以<a href=""/name/餘罪"" target='_blank'>《餘罪》</a>破偷牛案一段最具代表性。而且這兩部作品的氣質簡直天然為電視劇所打造，若能投拍，當為重案六組後的刑偵片又一大傑作。ps：這是馬親王當時的點評，推薦這書，主要是想推薦網劇<a href=""/name/餘罪"" target='_blank'>《餘罪》</a>……剛刷完，意外的不錯，如果期望值不太高的話，確實可以看一看，算是網劇中的良心作了……ps：第二季太失望了……狗血到讓我看得尷尬癌都犯了……也不知道是換了編劇還是導演……好好的文本改成這樣……只能說，您贏了……不過我還在堅持……自己沖的值，含著淚也得看完……",positive
我看的第二本官道文，和錄事參軍的重生之官道比各有千秋吧，官場小說按道理應該很無趣，其實並沒有，玩過太閣立志傳的都知道向上升官的樂趣，這個作者文筆並不差，前中期很好，情節很吸引人，開頭的幾次爽點徹底點燃我的興趣，官場後宮爽文，女主很多，到後期感覺各個女主都沒什麼感情，都轉移到孩子上，官升到省級以後就沒什麼看頭了，中斷就揀不起，前中期糧草，中後期乾糧++，總體糧草－,positive
"糧草+。<a href=""/name/無限英靈"" target='_blank'>《無限英靈》</a>作者新書，同樣缺點更新慢（話說<a href=""/name/英靈"" target='_blank'>《英靈》</a>就這樣沒了真的好嗎？）。主角是個淳樸少年，遭遇太空船墜落大事件（世界進入了接觸並企圖開發外星遺跡的階段），撿到外星科技（這四個字怎麼就有種low的感覺？），有個青梅竹馬的好mm，mm媽媽是類似唐紫塵那樣猛的人物。目前主角在外星裝備的幫助下，學習國術，實力在小輩中稱雄（可也僅僅在小輩中而已）。話說<a href=""/name/英靈"" target='_blank'>《英靈》</a>好看也得在主角牛逼起來之後才好看，特別型月世界大贊！這書目前看來主角才是幼苗啊！！雖然看青梅竹馬的故事挺溫馨，踩踩青年俊才也挺熱血，不過真心好難等到主角牛逼哄哄的樣子啊！作者趕緊更新！",positive
老常的書最有看頭，對現實最有借鑒和參考價值。故事中總能穿插一些幽默的笑料幽默，能學到一些混社會的經驗和規則同時還具備娛樂效果，真心不錯。另外看來男人就不可能不犯賤，家裡老婆就算是再賢慧，也擋不住小三的入侵。如今越來越多的女人都以爭當小三為榮，越來越多的男人都以上人家老婆或包養情婦為傲，沒有底線和任何忠誠可言。,positive
水準以上的小黃文，尤其fate裡調教凜和櫻的情節，標準系統風格簡直好頂贊，可惜不是全收，和作者名不符啊,positive
盜版沒有就算了，正版也下架 <br>有沒書友給個文檔版的...,positive
一本相當優秀的無限流爽文，作者十分清楚一本爽文該寫什麼，讀者是奔著什麼來看的。沒有廢話連篇的大道理，沒有強行中二的尷尬裝逼，沒有提高閱讀難度的複雜力量體系。直奔讀者們最喜歡的冷靜主角算計大局掌控劇情，殺伐果斷收女嘿嘿嘿。而且作者在這方面也沒用陷入飛盧流那種最低端的為了爽點強行無腦推劇情的尷尬寫法，作者的文筆、劇情還有人物塑造都相當不錯，尤其是人物沒有後宮文經常出現的推一個忘一個，臉譜化的毛病，主要女性角色的特點都比較鮮明。作者很清楚讀者的爽點何在，寫的劇情和文筆也都是直奔讀者的爽點而來，尤其是嘿嘿嘿的劇情，不是小黃文更勝小黃文。總體品質可以說是爽文中的仙草，可惜被禁了，不過我有資源哦(´-ω-,positive
被下架了，歡樂書客又基本沒有盜版，所以這本書就在網路上銷聲匿跡了。不過現在網文作者還真沒人權，勞動成果不跟你商量就大筆一揮摧毀了。笑~,positive
老常的書最有看頭，對現實最有借鑒和參考價值。故事中總能穿插一些幽默的笑料幽默，能學到一些混社會的經驗和規則同時還具備娛樂效果，真心不錯。另外看來男人就不可能不犯賤，家裡老婆就算是再賢慧，也擋不住小三的入侵。如今越來越多的女人都以爭當小三為榮，越來越多的男人都以上人家老婆或包養情婦為傲，沒有底線和任何忠誠可言。,positive
"本書的閱感和<a href=""/name/大明武夫"" target='_blank'>《大明武夫》</a>有異曲同工之妙，細節非常豐富，雖然書中有比較多的熟女情色描寫，但個人比較喜歡的是書中大量的城市規劃和產業種田細節，視界寬廣，再現了上個世紀九十年代以來中國改革開放中遇到的典型問題，提供了大量改開中的傑出經驗和成熟思路，對想要粗略瞭解改開中政策變化的童鞋提供了很好的故事案例，整體風格偏向貴在真實，最大的槽點出在情婦太多，當然如果你對以上幾個點都不是那麼感興趣，就不要入坑了，畢竟這是個將近九百萬字的巨坑……而且還不是純爽文……特別推薦給喜歡城市種田的朋友！起點均訂居然：8406",positive
故事情節不錯，內容也很豐富，真實的體現了當代官場的一些令人深思的問題，諷刺了弊端陋習，刻畫了真實的官場生活！給幾條建議，說的不對請見諒！本書一直有追，第一，主人公好像寫被受賄的情節太少，這有點不太像真實的官場，第二，主人公身邊的人好像大都是正直善良的人，雖說人以類聚，物以群分，但一個群體總有害群之馬，你覺得呢？第三，怎麼說呢？我總感覺主人公陽光的一面太多，陰暗的一面幾乎沒有，要知道人總是人！我就說這麼多，說的不好不對的地方，請見諒！,positive
糧草以上，仙草有望。青澀的感情非常有吸引力，背景也很宏大，節奏流暢，引人入勝，戰鬥激動人心，扣人心弦。包含著作者的創作熱情，時代回憶，動人情懷，以及想像力的好書……但更慢是硬傷，沒感覺有長時間的斷更呀，為嘛感覺老養不肥呢？去研究了下，居然是十天一更……,positive
典型性真龍妄想症+自虐狂型精神病作者。這是對龍的智慧與心理描寫最好的作者，這是龍類最精益求精的作者，這是對dnd超凡法師描寫最深刻的作者，這是最喜歡玩陰謀論和劇情反轉的作者，這也是自己逼死自己腦細胞的作者。文筆和劇情都很棒，但是作者所極力描寫的主角們個個都是智力18+，雖然劇情的世界殘酷得很真實，但是發現主角只是在命運的蜘蛛網中努力掙紮，這點讓人很致鬱啊。（隔壁紅龍休閒治癒，這作者前本的金龍苦苦求生，最後背上了太監前科，仙草-1）。,positive
別安利了，粉轉黑！作者跟小雨公公基本上是一路人，人品低劣得令人犯噁心。 <br>栗子: <br>1、基本每章都有錯別字等情況（寫出來的東西自己都不檢查？你花了幾分鐘來突擊的任務？ <br>2、說雙更更不出來，要麼藉口是感冒坐車趕飛機……要麼偷偷刪除通知就是當自己放了個臭屁 <br>3、說6點12點更新立保證，堅持不到兩天，固態萌發，居然連卡最後一秒更新半章的騷操作都能幹得出來，這是啥人？ <br>總體更新慢得10塊錢可以看一年，姑且還可以忍受，就是說話當放屁的人品讓人噁心，對於這種人已經不需要再鼓勵他了。生活中如果遇到這種人主動遠離他。mdzz一個字都不冤枉你,positive
西幻索斯又一本關於位面之子的西幻故事。作為讀者，不要糾結DND中怎麼有巫師設定，要知道位面法則有這麼一條【在我的世界裡，規則我說了算——魔神索斯】。本書最有趣的不是主角是魔鬼卻被天堂山的女神看上作為牧師的奇怪設定，而是主角因為空間穿越失敗，變成了為地球人的靈魂+地獄契約魔的本質+土著肉體的奇怪存在，原土著和魔鬼的靈魂依舊活著，偶爾大家還能吹個水。這中狀態導致主角的精神潔癖發作，不想用別人的大O來X心愛妹子的OO（好像很有道理），最終自我精神閹割。嗯，我也很想知道後事如何。,positive
書客，魔幻世界架空漢匈爭霸，匈奴不敵武帝遁逃，土著儒家主角身為天使出使歐羅巴，尋求盟友意圖將匈奴一網打盡。 <br>為什麼看：有種看老老王書的感覺，但終於不再是碧藍的世界，而是一個揚我文明的世界。 <br>為什麼不看：鋼鐵直男主角，在女帝統治下的漢朝，味道怪怪的。,positive
最大的問題就是時間不對等，漢滅匈奴的時候東方牛逼，西方也沒那麼差，那是斯巴達，大流士，羅馬的時代，不是你書裡教會當道的時代，中國的穿越者可以改變時代，西方的也不是蠢豬啊，結果你強行讓天主教會變強，卻更加黑暗改良土地產量的農奴都要被處死？？這就尷尬了，你像神話版三國那樣漢朝對羅馬，我佩服，你漢武打神羅？？？這有啥可看的，再說一句，這種土著主角是原生儒家吧，可吹可黑，在加上強行陽痿，不上你和人家聊騷？這個是黑點，綜合來看，創意四星，文筆四星，情節三星，綜合能給7分。四星評價送上。,positive
吾乃曼努埃爾一世與皇后安條克的瑪麗的唯一後代，且是安條克親王普瓦捷的雷蒙德的外孫。 <br>那位號稱了一個時代（劇本）的阿萊克修斯是我曾祖，吾輩亦是拜占庭帝國皇帝，基督在世上的代言人。 <br>可惜昨天晚上，吧唧一聲我被我叔叔扔河裡去了...現急需二百四...啊不對，請問我該怎麼復辟，線上等，挺急的,positive
從標題和簡介來看，作者也是要上新年槍斃名單的一員。你的主角，怎麼說也該和那位長者那樣，活到90歲啊。。。。,positive
東羅馬迴光返照時的架空文，最後的十字軍東征。不是我不懂，而是世界變化太快。魂穿主角作為曼努埃爾之子，阿萊克修斯二世，東羅馬的皇帝，本來一切都是很美好的，完美的出身，良好教養，少年早慧，但是怎麼會變成這樣：新婚當晚被叔叔扔下懸崖，逃出升天後又被人追殺，終於見到外婆得到資助後的第一戰卻被人俘虜，有了基督國王們支持打回了京畿卻決戰時被盟友背叛，逃出升天後卻發現盟友耶路撒冷王國已經被滅國，嗯，作者說這不是虐主——看在這麼多出色准後宮的女角色面子上，我們暫且相信作者【愛好屁股的人一定是好人——某校長】。,positive
"非常不錯的娛樂文，一個架空世界非常繁榮的娛樂圈，偏向寫實類型，應該說是<a href=""/name/龍套傳奇"" target='_blank'>《龍套傳奇》</a>之後又一本有意思的娛樂文，值得一看。",positive
挺有意思的，惡魔當鋪。就是主角交易裡面有行善xx年是什麼鬼，哪有這麼正直的惡魔，而且交易後主角和俱樂部又能收穫蝦米東東？好像想起來我之前販罪還沒看完，之後補補。,positive
天王喬佳，總覺得耳熟，想了好幾天，突然想起來了，天王喬加，龍王梁馬，夜叉王黑木凱，阿修羅王一平，這TM不是天空戰記嗎。,positive
文抄公流勉強能吃得下去的糧草，主角不得已抄書的設定減輕了文抄帶來的不適，且本身專注、刻苦的提升自身寫作能力而不是沉醉在抄襲經典不勞而獲的自滿中，這一點滿拉好感。抄襲流大忌裝逼，在本文中也很好的規避了。對我個人而言最不喜歡的是主角感情方面的說一套做一套，在有女友的情況下和另一位元仰慕他的女性大搞曖昧，有些事是論跡不論心的，把殘疾姑娘的生活助理叫過來就這麼為難？非得每天把人家抱進浴缸？前面把主角設定成心理大師人類觀察專家好好裝了一回逼，突然間就變成啥都不懂的青澀小男生？這蒙誰呢？作者拼命想給主角多塞幾個紅顏知己的心和自己設定的主角性格產生了極大割裂，希望後來能圓回來吧。,positive
無敵流，主角爸死了，有個比他大幾歲的後媽，沒有曖昧差評！ <br>各種客人用生命靈魂來換取想要的東西。 <br>主角後母一同學是明星，有個妹妹一直壓著不讓她進娛樂圈，妹妹以為姐姐嫉妒自己就用壽命和姐姐互換身體，甚至想殺了姐姐。 <br>結果後面才發現姐姐被公司用毒品控制還要賣身，姐姐只是想保護自己。 <br>一客人不滿意自己女友，覺得女友太土配不上自己，用腎換取女友上進，後來覺得女友太優秀怕別人來搶，又用壽命換取女友的忠誠。 <br>後面才發現這一切是自己的幻想，原來是自己配不上女友，女友為了他還去賣身，結果被自己殺了。陪著他的是女友的屍體。 <br>後面也是各種悲慘故事，結局看得我很不爽。我想看黑暗流結局，偏偏各種救贖,positive
這本書本牛直接安利到推讀版塊的，效果還不錯，不喜歡的人不多。 <br>平行世界貌似寫實向娛樂文，小說反套路，反潮流，第一章21歲就找了個漂亮老婆生了個孩子，然後在影城跑龍套，慢慢的小心翼翼的接觸著這個穿越過來的世界，一步步的前進。總體內容寫了兩件事，明星職業上的那些事兒和生活裡的那些事兒。整片小說沒有一個反派，沒有一個需要主角去裝逼打臉的物件。配角除了開始那位追求自我的主唱，個個都是高情商的人精。年輕的讀者如果認真的品味這本書，能學到一點待人處事的學問。 <br>強烈推薦閱讀！,positive
三天兩覺的吐槽向都市熱血小說。小說講述了一個某渣從一個宅男變成職業抓鬼人士的悲慘經過，貓爺，王詡得雙主線展開，解謎武鬥居多。作者把多種元素巧妙的糅合到了一起，搞笑的人物吐槽，再配上熱血的打鬥和不狗血的感情戲。總體很歡樂，輕鬆愉快，不失深意，智鬥流喲……完本,positive
非常輕鬆愉悅的書，鑒於上一本的三女主，這本呢已經出現了斯坦娜斯嘉麗詹尼弗安妮斯頓，我非常看好他正走在推土機的路上，三年血賺啊混蛋，居然嫌棄寡姐年紀小！教練文，第一年和錫伯杜范甘迪紐約奪冠，然後拐走錫伯杜德安東尼去了猛龍，陣容大概一說比盧普斯卡特麥迪小奧布拉德米勒，庫裡和霍納塞克，第一年東決第二年總冠軍的節奏，目前來看小斯蒂芬和小艾比也逃不出主角手心，還不開後宮等什麼！ 補充，斯嘉麗已經gg，捧了姚明一手，（在湖人嗑藥組合）要買快船，庫裡已入彀中，我從未見過如此勤勞作者，每天三更，雖然有字數少拿比賽灌水嫌疑，但人品保證，比隔壁強多了,positive
其實寫籃球小說挺難的，尤其是作為一個籃球迷來說，因為你只要是籃球迷，就必然是一個黑子。你可以不是詹黑，那你就是喬黑，或者你是科黑，要不就是麥黑，要不就是姚黑，也許是火花黑，或者是奧胖黑，要不就是硬特黑，要不就是軟黑，要不就是杜黑，要不就是庫黑，或許是AI黑，要不就是CP3黑，總之，你一定是個黑子。所以，我想說的是，作者在籃球文裡黑了一串的人，還能得到6.8分的高分，實在是不易，這6.8分如果刨除被黑而怒之人的打分，你其實可以當成8.6分來看。作者君的另一個毛病，就是後面越寫越水了，這本寫教練還算好，可以不務正業泡明星，可以通過換隊來重新開副本，比之前主角無敵之後強行降水准要強。總之，值得一看。,positive
"就我個人而言，這本書前半本都是仙草，後面由於審美疲勞讓我有些食之無味，準備放在完本只後看。 <br>這書呢，我沒看出主線劇情。它用一個一個的小故事來展現世間的悲歡離合，剛開始讀它的時候想起了<a href=""/name/啞舍"" target='_blank'>《啞舍》</a>（但是不如啞舍）。讀了大半最深切的感受就是可憐之人必有可恨之處，欲戴皇冠必承其重吧。 <br>還有一點就是沒文化真可怕。 <br>這本書的主題是救贖，非常非常的正能量。但也正因為太過於正能量，，這書後期看著有點敗興子。給人感覺就是強行的作，徹底的審美疲勞，直接刪書架了。 <br>有人吐槽偽文青，好吧，這憑個人喜好吧！",positive
一本叫完本之王的書太監了，這是今天我看到最好笑的事情了。,positive
一直是皇帝最寵愛的妃子，然後生孩子的時候，皇帝說保孩子不要女人。 <br>千辛萬苦拼了命生下的孩子是個女孩。 <br>這一點寫的蠻好的。女人把自己的人生寄託在男人的良心上就是自己騙自己，是巨額風險率的投資。,positive
"<a href=""/name/傳奇經紀人"" target='_blank'>《傳奇經紀人》</a>作者: 巨西城。從經紀人角度看足球，視角獨特。看膩了其它同類型的，不妨一試，老作者的書，品質有保障的。完本了。之後有一本<a href=""/name/傳奇打工者"" target='_blank'>《傳奇打工者》</a>不如上本書<a href=""/name/教練傳奇"" target='_blank'>《教練傳奇》</a>。",positive
說道氣運流，不得不說這一本。教主的這個本書可以說將氣運流闡述的比較清楚了。書名中的“鼎”既可以理解成問鼎天下的意思，“易鼎”就是改變整個天下的主人，重鑄九鼎，這是大的方面來講；也可以理解“鼎”字為個人的氣運，鼎乃容器，只不過這個容納的是氣運，“易鼎”就是改變自己的命運。本文描寫還是相當不錯的。,positive
從這本書林海開始轉型為商業文，汲汲樂道於如何設置爽點、如何安排打臉，成果不錯，看著就是爽……從頭爽到尾……話說就是有點麻木了，不過灌點水之後好一點了……林海當下的書都是一個模子的了，過個半年將上本書忘得差不多了，然後找本來啃，味道很不錯，如果木有忘掉，那麼就算了，還是別看為妙……就這樣……完本。,positive
拋開對蛋大的陳見，這幾本書的節奏掌控，爽點把握，感情戲的描寫，各方面都堪稱是競技類爽文的典範！愉快而順暢……給個糧草絕不過分！在我看來，不是蛋大的書寫的不夠好，而是冠軍之後的幾本書，賣點雷同，爽點近似，如同肯德基速食，沒有了新的期待，只有嚴格的標準化的口味把控，雖然依然味美，但總是缺少點什麼……,positive
個人印象裡上網看到的第一部變身文，透著滿滿的給機油爽爽的氣息，就是其本體的禿頭兄貴難以直視，而且主角太不開竅了。,positive
個人印象裡上網看到的第一部變身文，透著滿滿的給機油爽爽的氣息，就是其本體的禿頭兄貴難以直視，而且主角太不開竅了。,positive
行吧，主角求艸，有毒,positive
"感謝<a href=""/n/emokakahu"" target='_blank'>@emokakahu </a>點評: 巨西城的書，以裁判的視角來寫的足球文是個很有創意的亮點，作者以裁判的視角向我們展示了足球場上的另一面。本書前期很棒，然而進展有點快，好在最近讓作者園回來找到新目標了，就不知道後面能不能控制住不爛尾。另外更新不定時，希望不要TJ。個人糧草。",positive
足球競技文，不能說這本書到底有多好，但競技文還能成就神麼？,positive
dleer大神新書，開局日本聯賽頗有新意，主角中途出道，身體無敵，克己自律，球商很高。點評後補,positive
節選：”之前的羞辱，我都記得，肚子裡濕熱的液體，我很清楚，雖然因為復活，整個身體都不再疼痛。下身那裡也是如此，沒有撕裂，沒有流血，沒有肌肉破壞的損傷。“。。。這是名器吧？！變身女性後的主角前途無量！,positive
"辰東的粉絲是很多的，基本上是公推的玄幻類大能。雖然我必須承認辰東的書還是不錯的，但我一直有看不完的傳統。從<a href=""/name/神墓"" target='_blank'>《神墓》</a>、<a href=""/name/長生界"" target='_blank'>《長生界》</a>到<a href=""/name/遮天"" target='_blank'>《遮天》</a>，總體感覺特點是場面宏大、人物眾多、想像力豐富、挖坑不少，但正因為如此，每每到了作品後期就逐漸進入控制不住而逐漸崩盤的節奏。這一特點，在<a href=""/name/遮天"" target='_blank'>《遮天》</a>中尤其明顯，尤其是在主角進入“帝路”爭雄的階段後，各種人物事件層出不窮、信馬由韁，缺乏必要的鋪墊和交待，我估計是作者後期趕工的原因。但也確實是因為這個原因，我總覺得整體上有些混亂，始終無法達到仙草的程度，只能給個糧草。總體評價：值得一看",positive
要崩的感覺……要留住蝴蝶使他對穿越時代產生歸屬感難道就只能靠給他塞女人？塞了一個還不夠，怕不穩妥，於是又塞一個。可見後面還會有第三個第四個，強行給蝴蝶開後宮。這世上能留住人的只有荷爾蒙腎上腺素？親情友情民族歸屬感家國情懷難道都不行麼？寫到後面，國家這幫政治精英都成拉皮條的了?,positive
